玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠3', '♠2', '♦2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♣K', '♦4', '♣2', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♥T', '♥4', '♣9', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♠Q', '♣6', '♦K', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♠2', '♠7', '♦8', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♥Q', '♣9', '♦T', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♥7', '♠7', '♦K', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♠Q', '♣Q', '♠5', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♣6', '♦7', '♦9', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♠2', '♥6', '♣8', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♠5', '♠Q', '♦7', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♠3', '♥7', '♦7', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♦6', '♦Q', '♥7', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♦T', '♦5', '♠9', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♠Q', '♣Q', '♦Q', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♠9', '♠T', '♠3', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣Q', '♦K', '♠T', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♥T', '♣T', '♦6', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♣5', '♦7', '♣4', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♣T', '♥8', '♦Q', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♣9', '♥9', '♦5', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠3', '♦J', '♣5', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♥K', '♦4', '♣6', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♠6', '♣5', '♣9', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♣5', '♥8', '♣K', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♥K', '♥9', '♣8', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♥9', '♣5', '♥7', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♦K', '♥5', '♣5', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♦5', '♦4', '♠J', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♠3', '♥4', '♠J', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♠2', '♠K', '♣7', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♣Q', '♦2', '♠3', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♣5', '♦T', '♣Q', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♣K', '♣J', '♠6', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣J', '♥5', '♦2', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦Q', '♠T', '♥2', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥3', '♠2', '♣6', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♦7', '♦K', '♥6', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♣2', '♠2', '♥5', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♦T', '♣9', '♦6', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦3', '♣6', '♥7', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♣9', '♠2', '♠9', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♣K', '♠K', '♦6', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♥8', '♥7', '♥2', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♥4', '♠7', '♦6', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♠K', '♥9', '♦7', '♣Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♠Q', '♦4', '♣9', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♠7', '♣2', '♥3', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♦J', '♦6', '♠8', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♥3', '♥7', '♣6', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♣2', '♠Q', '♠7', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣J', '♥8', '♠5', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♣3', '♣K', '♠6', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♠4', '♥7', '♣Q', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠7', '♠9', '♣9', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♥7', '♥J', '♠7', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣Q', '♣2', '♥8', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣5', '♦5', '♠J', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥5', '♦7', '♠T', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♠4', '♥Q', '♠9', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♦K', '♣T', '♥Q', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♠2', '♣8', '♥2', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♣9', '♠2', '♣8', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣8', '♣T', '♥7', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♣J', '♦7', '♠Q', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♣4', '♣T', '♦K', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦Q', '♦T', '♥7', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥5', '♣7', '♠3', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣3', '♦5', '♥9', '♦Q', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♣6', '♥2', '♥J', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♥8', '♠2', '♦9', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♥T', '♣2', '♦7', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♣T', '♥7', '♦6', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♣K', '♠6', '♣J', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♥8', '♥K', '♥4', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♠J', '♣Q', '♥2', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣8', '♣Q', '♠Q', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦T', '♥2', '♠9', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♦2', '♦Q', '♥Q', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♥3', '♦J', '♦Q', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♠J', '♦T', '♦J', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♠3', '♥8', '♠J', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♦T', '♠8', '♠K', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥3', '♠Q', '♣7', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♠K', '♦2', '♣4', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♠J', '♠9', '♦J', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♥2', '♣J', '♣4', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♠9', '♥K', '♣5', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♣8', '♣K', '♠6', '♦K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥5', '♥3', '♦6', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♦5', '♣4', '♥T', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♣6', '♠7', '♠4', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♠J', '♥Q', '♥5', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♦K', '♣Q', '♥8', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♠2', '♣K', '♦6', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♥T', '♣5', '♣3', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣9', '♠7', '♣4', '♠8', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♦J', '♦4', '♥5', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠2', '♦6', '♥Q', '♠Q', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣6', '♣K', '♣Q', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♠T', '♣6', '♥6', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♥7', '♣6', '♠4', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠K', '♠Q', '♠9', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠J', '♣9', '♦Q', '♣K', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦6', '♠J', '♦9', '♠K', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♠J', '♣5', '♠T', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♣9', '♣3', '♥5', '♠5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♥2', '♦8', '♦2', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♥9', '♦Q', '♠4', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♥K', '♠T', '♥8', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♥7', '♥4', '♥2', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣T', '♠3', '♦7', '♣Q', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♦8', '♥T', '♠4', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣3', '♣8', '♠3', '♣6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♠J', '♣8', '♣6', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♣9', '♠6', '♦T', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠4', '♦9', '♥4', '♥T', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♦2', '♠3', '♥T', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠5', '♠9', '♠4', '♣8', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣2', '♠T', '♦9', '♦T', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♠5', '♠6', '♦4', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♣K', '♣2', '♣9', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦3', '♥Q', '♥K', '♠3', '♥8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠8', '♣6', '♠T', '♥4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♦6', '♥8', '♥9', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♣6', '♥6', '♠6', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♠9', '♠5', '♥4', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♣2', '♦3', '♠K', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♥7', '♦4', '♠Q', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♥2', '♥7', '♦Q', '♠J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♠Q', '♥2', '♣T', '♥5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥K', '♠Q', '♣K', '♣6', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♣5', '♦2', '♣T', '♦4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠9', '♥2', '♥6', '♠2', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♦3', '♥7', '♣Q', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠7', '♦8', '♠6', '♦Q', '♦9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♥7', '♥J', '♣7', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠Q', '♦7', '♦K', '♠7', '♥K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♠9', '♦4', '♦8', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠8', '♥T', '♦7', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♥4', '♥T', '♦7', '♥3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥5', '♣K', '♣2', '♦6', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♠3', '♣8', '♥K', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♦2', '♦9', '♦7', '♥6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♥J', '♦7', '♦Q', '♠K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♠8', '♠4', '♣8', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦4', '♥5', '♥8', '♥9', '♦2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♠4', '♠J', '♠T', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♠2', '♠9', '♣T', '♣4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♠Q', '♦4', '♥K', '♦8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣J', '♣5', '♦J', '♦7', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♣7', '♣4', '♠K', '♦5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠7', '♠5', '♣J', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠3', '♠8', '♦4', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠6', '♦Q', '♦K', '♠7', '♣2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♣9', '♣Q', '♥8', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♥7', '♠T', '♦J', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♥Q', '♣7', '♠7', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♥T', '♠2', '♣J', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♥9', '♣5', '♣6', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦Q', '♣7', '♥6', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦T', '♣J', '♠K', '♥5', '♣3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥9', '♣7', '♣3', '♣8', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠K', '♦2', '♣J', '♠Q', '♠7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣7', '♦K', '♥5', '♦4', '♣9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♠T', '♠K', '♥9', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♦6', '♠T', '♣Q', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♥6', '♠K', '♣3', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♦2', '♥3', '♥T', '♠T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦K', '♥J', '♠2', '♣5', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♠Q', '♠9', '♦5', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥T', '♦4', '♥7', '♥K', '♦3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦Q', '♦7', '♥9', '♠7', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠8', '♠K', '♥J', '♦5', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣4', '♠5', '♦K', '♠8', '♥9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥6', '♣Q', '♣4', '♦8', '♥T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♠K', '♣3', '♣Q', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦7', '♠8', '♥Q', '♥2', '♣K']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♣T', '♠2', '♥J', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♠Q', '♥7', '♦K', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♥8', '♠K', '♦K', '♠Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♦6', '♠6', '♦T', '♣T']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣5', '♦7', '♠T', '♦4', '♥7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♠8', '♥9', '♣2', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦5', '♠8', '♦9', '♠6', '♣8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♥T', '♥K', '♥4', '♠9']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣Q', '♠6', '♦8', '♦9', '♦6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣K', '♦6', '♦9', '♥2', '♦Q']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥J', '♦2', '♠6', '♣5', '♦7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♣T', '♦8', '♥8', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦9', '♣5', '♥Q', '♠4', '♦J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♦J', '♦8', '♠Q', '♠4']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♥5', '♦8', '♠7', '♥2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♠3', '♣Q', '♦3', '♠K', '♠8']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥Q', '♥3', '♣6', '♥K', '♣7']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣6', '♠8', '♣T', '♠7', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♣8', '♥8', '♦J', '♠4', '♠2']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦8', '♣6', '♦J', '♥5', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦2', '♥3', '♥6', '♣9', '♠3']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥2', '♥3', '♠Q', '♥6', '♠6']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥3', '♦T', '♣5', '♠5', '♥J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥8', '♠6', '♦6', '♥7', '♣5']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♦J', '♥Q', '♠J', '♥4', '♣J']
玩家1: ['♠A', '♥A'], 玩家2: ['♣A', '♦A'], 公共牌: ['♥4', '♥2', '♦5', '♣9', '♥K']
